"Id","MSSubClass","MSZoning","LotFrontage","LotArea","Street","Alley","LotShape","LandContour","Utilities","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","PoolQC","Fence","MiscFeature","MiscVal","MoSold","YrSold","SaleType","SaleCondition","SalePrice"
"1229",1229,120,"3",65,8769,"1","0","3","3","0","0","0","15","2","2","4","2",9,5,2008,2008,"3","1","8","8","1",766,"0","4","2","1","4","4","3",1540,"6",0,162,1702,"1","0","1","4",1702,0,0,1702,1,0,1,1,1,1,"0",7,"6",1,"3","1",2008,"1",3,1052,"5","5","2",0,72,0,0,224,0,"0","0","0",0,10,2008,"6","5",367294
"1230",1230,80,"3",70,7910,"1","0","3","3","0","4","0","12","2","2","0","7",5,5,1960,1960,"3","1","3","6","2",0,"3","4","1","4","4","4","0",666,"6",0,409,1075,"1","2","1","4",1507,0,0,1507,0,0,2,0,4,1,"3",7,"0",0,"0","2",1960,"3",1,404,"5","5","2",0,0,0,0,0,0,"0","2","0",0,8,2008,"8","4",127000
"1232",1232,90,"3",70,7728,"1","0","3","3","0","4","0","12","2","2","2","7",5,6,1962,1962,"3","1","13","14","1",120,"3","4","1","4","4","0","0",803,"6",0,303,1106,"1","4","1","4",1190,0,0,1190,1,0,1,0,3,1,"3",6,"6",0,"0","1",1962,"3",2,540,"5","5","2",0,18,0,0,0,0,"0","2","0",0,5,2006,"8","4",132500
"1233",1233,90,"3",70,9842,"1","0","3","3","0","2","0","12","2","2","2","2",4,5,1962,1962,"1","1","6","6","2",0,"3","4","3","0","0","1","2",0,"2",0,0,0,"1","4","1","4",1224,0,0,1224,0,0,2,0,2,2,"3",6,"6",0,"0","4",1962,"3",2,462,"5","5","2",0,0,0,0,0,0,"0","0","0",0,3,2007,"8","4",101800
"1236",1236,70,"3",96,13132,"1","0","3","3","0","4","0","6","2","2","0","5",5,5,1914,1950,"1","1","13","14","2",0,"3","4","0","3","4","3","6",0,"6",0,747,747,"1","2","1","1",892,892,0,1784,0,0,1,1,4,1,"3",9,"6",0,"0","5",1914,"3",1,180,"2","2","0",203,40,0,0,0,0,"0","0","0",0,7,2006,"8","4",138887
"1237",1237,160,"3",36,2628,"1","0","3","3","0","4","0","15","2","2","3","5",7,5,2003,2003,"1","1","12","15","3",106,"2","4","2","3","4","4","6",0,"6",0,764,764,"1","0","1","4",764,862,0,1626,0,0,2,1,2,1,"2",6,"6",0,"0","3",2003,"2",2,474,"5","5","2",0,27,0,0,0,0,"0","0","0",0,6,2010,"8","4",175500
"1238",1238,60,"3",41,12393,"1","0","1","3","0","2","0","5","2","2","0","5",7,5,2004,2005,"1","1","12","13","2",0,"2","4","2","3","4","4","6",0,"6",0,847,847,"1","0","1","4",847,1101,0,1948,0,0,2,1,4,1,"2",8,"6",1,"3","3",2004,"1",2,434,"5","5","2",100,48,0,0,0,0,"0","0","0",0,9,2006,"8","4",195000
"1239",1239,20,"3",63,13072,"1","0","3","3","0","4","0","19","5","2","0","2",6,5,2005,2005,"1","1","12","13","2",0,"2","4","2","3","4","4","6",0,"6",0,1141,1141,"1","0","1","4",1141,0,0,1141,0,0,1,1,3,1,"3",6,"6",0,"0","5",2005,"3",2,484,"5","5","2",0,0,0,0,0,0,"0","0","0",0,3,2006,"8","0",142500
"1240",1240,20,"3",64,9037,"1","0","0","1","0","4","0","23","2","2","0","2",8,5,2006,2006,"3","1","12","13","1",32,"2","4","2","3","4","0","3",428,"6",0,1048,1476,"1","0","1","4",1484,0,0,1484,0,0,2,0,2,1,"0",6,"6",1,"3","1",2006,"2",2,472,"5","5","2",120,33,0,0,0,0,"0","0","0",0,12,2007,"8","4",265900
"1241",1241,60,"3",65,8158,"1","0","3","3","0","4","0","5","2","2","0","5",7,5,2003,2003,"1","1","12","13","1",252,"2","4","2","3","4","4","3",550,"6",0,334,884,"1","0","1","4",884,884,0,1768,1,0,2,1,3,1,"2",8,"6",0,"0","1",2003,"2",2,543,"5","5","2",0,63,0,0,0,0,"0","0","0",0,7,2008,"8","4",224900
"1242",1242,20,"3",83,9849,"1","0","3","3","0","4","0","20","2","2","0","2",7,6,2007,2007,"3","1","12","13","3",0,"2","4","2","3","4","0","6",0,"6",0,1689,1689,"1","0","1","4",1689,0,0,1689,0,0,2,0,3,1,"2",7,"6",0,"0","1",2007,"2",3,954,"5","5","2",0,56,0,0,0,0,"0","0","0",0,6,2007,"6","5",248328
"1243",1243,85,"3",85,10625,"1","0","3","3","0","4","0","16","2","2","0","6",7,6,1974,1974,"1","1","9","10","1",81,"3","4","1","3","4","2","3",885,"4",168,0,1053,"1","4","1","4",1173,0,0,1173,1,0,2,0,3,1,"2",6,"6",2,"5","1",1974,"2",2,528,"5","5","2",0,120,0,0,0,0,"0","3","0",0,1,2010,"8","3",170000
"1246",1246,80,"3",78,12090,"1","0","3","3","0","4","0","16","2","2","0","7",6,7,1984,2003,"3","1","12","13","1",74,"3","4","1","3","4","4","6",0,"6",0,585,585,"1","0","1","4",1140,728,0,1868,0,0,3,1,3,1,"3",7,"6",1,"5","3",1984,"1",2,477,"5","5","2",268,112,0,0,147,0,"0","0","0",0,1,2007,"8","0",178000
"1247",1247,60,"1",65,8125,"1","0","3","3","0","4","0","20","2","2","0","5",7,5,2005,2006,"1","1","12","13","2",0,"2","4","2","3","4","4","6",0,"6",0,756,756,"1","0","1","4",756,797,0,1553,0,0,2,1,3,1,"2",6,"6",0,"0","1",2005,"2",2,615,"5","5","2",0,45,0,0,0,0,"0","0","0",0,3,2006,"6","5",186500
"1249",1249,75,"4",60,9600,"1","1","3","3","0","4","0","17","2","2","0","4",6,5,1917,1950,"1","1","0","0","2",0,"3","4","0","3","4","4","5",319,"6",0,416,735,"4","1","0","4",1134,924,0,2058,0,0,1,1,3,1,"3",8,"6",1,"3","5",1950,"3",2,396,"2","2","1",0,0,259,0,0,0,"0","0","0",0,4,2008,"8","4",129500
"1250",1250,20,"3",60,7200,"1","0","3","3","0","4","0","12","2","2","0","2",5,7,1950,1950,"1","1","8","8","2",0,"3","4","1","4","4","4","1",534,"5",96,246,876,"1","4","1","4",988,0,0,988,0,0,1,0,3,1,"3",6,"6",0,"0","1",1950,"3",1,276,"5","5","2",0,80,0,0,0,0,"0","0","0",0,5,2007,"8","4",119000
"1251",1251,20,"3",93,11160,"1","0","3","3","0","0","0","12","2","2","0","2",7,5,1968,1968,"3","1","3","3","2",0,"2","4","1","4","4","4","0",1065,"6",0,1045,2110,"1","0","1","4",2110,0,0,2110,1,0,2,1,3,1,"0",8,"6",2,"5","1",1968,"1",2,522,"5","5","2",0,0,0,0,0,0,"0","0","0",0,4,2010,"8","4",244000
"1253",1253,20,"3",62,9858,"1","0","3","3","0","4","0","11","2","2","0","2",5,6,1968,1968,"1","1","6","6","2",0,"3","4","1","4","4","4","1",510,"6",0,354,864,"1","4","1","4",874,0,0,874,1,0,1,0,3,1,"3",5,"6",0,"0","1",1968,"2",1,288,"5","5","2",33,0,0,0,0,0,"0","2","3",600,11,2009,"8","4",130000
"1255",1255,60,"3",60,6931,"1","0","3","3","0","4","0","7","2","2","0","5",7,5,2003,2004,"1","1","12","13","3",92,"2","4","2","3","4","4","6",0,"6",0,746,746,"1","0","1","4",760,896,0,1656,0,0,2,1,3,1,"2",7,"6",1,"3","3",2003,"1",2,397,"5","5","2",178,128,0,0,0,0,"0","0","0",0,7,2008,"8","4",165400
"1256",1256,50,"4",52,6240,"1","0","3","3","0","4","0","3","2","2","0","0",6,6,1931,1950,"1","1","13","14","2",0,"3","4","0","4","1","4","4",425,"6",0,459,884,"1","4","1","0",959,408,0,1367,0,0,1,0,3,1,"3",6,"6",1,"3","5",1978,"3",1,560,"5","5","2",0,0,0,0,120,0,"0","0","0",0,11,2007,"8","4",127500
"1257",1257,20,"3",91,14303,"1","0","0","3","0","0","0","13","2","2","0","2",8,5,1994,1994,"3","1","6","6","1",554,"2","4","2","3","4","2","3",1314,"6",0,672,1986,"1","0","1","4",1987,0,0,1987,1,0,2,0,2,1,"2",7,"6",1,"5","1",1994,"1",2,691,"5","5","2",262,36,0,0,0,0,"0","0","0",0,8,2008,"8","4",301500
"1259",1259,80,"3",59,9587,"1","0","0","3","0","4","0","8","2","2","0","7",7,5,2005,2005,"1","1","12","13","3",182,"2","4","2","3","4","2","3",655,"6",0,201,856,"1","0","1","4",1166,0,0,1166,1,0,2,0,2,1,"2",5,"6",0,"0","1",2005,"1",2,400,"5","5","2",212,0,0,0,0,0,"0","0","0",0,7,2008,"8","4",190000
"1260",1260,20,"3",65,9750,"1","0","3","3","0","2","0","12","2","2","0","2",6,8,1969,1969,"1","1","6","6","2",0,"3","4","1","3","4","4","0",602,"4",438,14,1054,"1","2","1","4",1054,0,0,1054,1,0,1,1,3,1,"3",6,"6",0,"0","1",1969,"3",2,460,"5","5","2",180,0,0,0,80,0,"0","0","0",0,7,2008,"8","4",151000
"1262",1262,20,"3",80,9600,"1","0","3","3","0","4","0","12","2","2","0","2",5,6,1956,1956,"3","1","8","8","2",0,"3","4","1","4","4","4","5",504,"6",0,546,1050,"1","2","1","4",1050,0,0,1050,0,0,1,0,2,1,"3",5,"6",0,"0","1",1956,"3",1,338,"5","5","2",0,0,0,0,0,0,"0","0","0",0,6,2009,"8","4",128900
"1264",1264,70,"3",60,13515,"1","2","3","3","0","4","0","3","2","2","0","5",6,6,1919,1950,"2","1","13","14","2",0,"3","4","2","4","4","4","6",0,"6",0,764,764,"1","0","1","0",1060,764,0,1824,0,0,1,0,3,1,"3",8,"6",1,"3","5",1940,"3",2,520,"5","5","0",0,0,126,0,0,0,"0","1","0",0,7,2007,"8","4",180500
"1265",1265,120,"2",34,4060,"1","0","3","3","0","4","0","12","2","2","4","2",6,5,1998,1999,"1","1","8","8","2",0,"2","4","2","3","4","4","3",266,"6",0,1139,1405,"1","0","1","4",1337,0,0,1337,1,0,2,0,2,1,"2",5,"6",0,"0","1",1998,"1",2,511,"5","5","2",144,68,0,0,0,0,"0","0","0",0,8,2008,"0","0",181000
"1266",1266,160,"1",35,3735,"1","0","3","3","0","3","0","20","2","2","4","5",7,5,1999,1999,"3","1","8","8","1",218,"2","4","2","3","4","4","3",450,"6",0,241,691,"1","0","1","4",713,739,0,1452,1,0,2,1,3,1,"2",6,"6",0,"0","5",1999,"3",2,506,"5","5","2",0,34,0,0,0,0,"0","0","0",0,3,2006,"8","4",183900
"1267",1267,190,"4",60,10120,"1","0","0","0","0","4","0","17","1","2","1","4",7,4,1910,1950,"3","1","13","14","2",0,"1","4","1","4","4","4","6",0,"6",0,925,925,"1","4","0","1",964,925,0,1889,0,0,1,1,4,2,"3",9,"6",1,"3","5",1960,"3",1,308,"5","5","0",0,0,264,0,0,0,"0","3","0",0,1,2007,"8","4",122000
"1268",1268,20,"3",89,13214,"1","0","0","1","0","4","0","23","2","2","0","2",9,5,2008,2009,"3","1","11","5","2",0,"0","4","2","1","4","2","6",0,"6",0,2002,2002,"1","0","1","4",2018,0,0,2018,0,0,2,0,3,1,"0",10,"6",1,"3","1",2009,"1",3,746,"5","5","2",144,76,0,0,0,0,"0","0","0",0,5,2010,"8","4",378500
"1270",1270,50,"3",78,11344,"1","0","3","3","0","4","0","12","1","2","0","0",5,5,1958,1958,"1","1","8","8","1",180,"3","4","1","4","4","4","1",460,"6",0,414,874,"2","4","1","0",874,650,0,1524,0,0,1,1,3,1,"3",7,"6",0,"0","1",1958,"3",1,315,"5","5","2",0,0,0,0,0,0,"0","2","0",0,7,2007,"8","4",144000
"1274",1274,80,"3",124,11512,"1","0","0","3","0","0","0","7","2","2","0","7",6,7,1959,2006,"1","1","9","10","1",84,"3","4","1","4","4","0","0",719,"6",0,300,1019,"1","2","1","4",1357,0,0,1357,1,0,1,0,2,1,"0",5,"6",1,"3","2",1959,"2",1,312,"5","5","2",0,0,0,0,163,0,"0","1","0",0,5,2008,"8","4",177000
"1275",1275,50,"3",53,5362,"1","0","3","3","0","0","0","6","2","2","0","0",5,6,1910,2003,"1","1","13","15","2",0,"3","4","2","4","4","4","6",0,"6",0,661,661,"1","0","1","4",661,589,0,1250,0,0,2,0,3,1,"3",8,"6",1,"3","5",1985,"3",2,552,"5","5","2",242,0,81,0,0,0,"0","0","0",0,11,2007,"8","4",139000
"1276",1276,90,"3",95,11345,"1","0","3","3","0","0","0","12","1","2","2","5",5,5,1948,1950,"1","4","0","0","3",567,"3","4","1","4","4","4","5",220,"6",0,708,928,"1","2","1","0",928,992,0,1920,0,0,2,0,4,2,"3",10,"6",0,"0","5",1948,"3",2,400,"5","2","2",0,0,0,0,0,0,"0","0","0",0,7,2007,"8","4",137000
"1280",1280,50,"0",60,7500,"1","0","3","3","0","4","0","9","2","2","0","0",4,4,1920,1950,"1","1","8","8","2",0,"3","2","1","4","4","4","6",0,"6",0,698,698,"1","4","1","0",698,430,0,1128,0,0,1,0,2,1,"3",6,"6",0,"0","5",1980,"2",2,528,"5","5","2",30,0,164,0,0,0,"0","0","0",0,4,2010,"0","0",68400
"1281",1281,20,"3",67,9808,"1","0","0","3","0","4","0","5","2","2","0","2",7,5,2002,2002,"1","1","12","13","1",110,"2","4","2","3","4","4","3",788,"6",0,785,1573,"1","0","1","4",1573,0,0,1573,1,0,2,0,3,1,"2",6,"6",0,"0","1",2002,"2",2,544,"5","5","2",0,72,0,0,0,0,"0","0","0",0,3,2009,"8","4",227000
"1282",1282,20,"3",50,8049,"1","0","0","3","0","1","0","23","2","2","0","2",7,5,1990,1990,"3","1","6","6","1",54,"3","4","1","3","4","4","0",1053,"6",0,256,1309,"1","4","1","4",1339,0,0,1339,1,0,2,0,2,1,"3",6,"6",1,"5","1",1990,"1",2,484,"3","3","2",0,58,0,0,90,0,"0","0","0",0,7,2006,"8","4",180000
"1283",1283,20,"3",61,8800,"1","0","0","3","0","4","0","5","2","2","0","2",5,7,1977,2008,"1","1","6","6","2",0,"3","4","1","3","4","3","4",532,"5",144,364,1040,"1","4","1","4",1040,0,0,1040,0,0,2,0,3,1,"2",5,"6",0,"0","5",1977,"3",2,484,"5","5","2",0,0,0,0,288,0,"0","0","0",0,9,2009,"8","4",150500
"1285",1285,50,"3",50,9638,"1","0","3","3","0","4","0","22","1","2","0","0",6,7,1919,1990,"1","1","13","15","2",0,"3","4","2","4","4","4","6",0,"6",0,804,804,"1","0","1","4",1699,748,0,2447,0,0,2,0,4,1,"2",10,"3",1,"3","5",1969,"3",1,336,"5","5","2",272,0,42,0,116,0,"0","0","0",0,3,2010,"8","4",169000
"1286",1286,50,"4",50,6000,"1","0","3","3","0","4","0","3","2","2","0","0",6,6,1939,1950,"1","1","8","8","2",0,"3","1","1","4","4","4","6",0,"6",0,780,780,"1","0","1","1",825,587,0,1412,0,0,1,0,4,1,"3",6,"6",1,"3","5",1939,"3",1,280,"5","5","2",45,0,0,0,0,0,"0","0","0",0,5,2009,"8","4",132500
"1289",1289,120,"3",40,5664,"1","0","0","3","0","4","0","21","2","2","4","2",8,5,2000,2000,"1","1","5","5","2",0,"2","4","2","3","4","4","3",1158,"6",0,343,1501,"1","0","1","4",1659,0,0,1659,1,0,2,0,2,1,"0",5,"6",1,"1","1",2000,"1",2,499,"5","5","2",212,59,0,0,0,0,"0","0","0",0,10,2009,"8","4",278000
"1290",1290,60,"3",86,11065,"1","0","0","3","0","4","0","15","2","2","0","5",8,5,2006,2006,"1","1","12","13","3",788,"2","4","2","3","4","3","6",0,"6",0,1085,1085,"1","0","1","4",1120,850,0,1970,0,0,2,1,3,1,"0",8,"6",1,"3","3",2006,"1",3,753,"5","5","2",177,74,0,0,0,0,"0","0","0",0,10,2006,"6","5",281000
"1292",1292,160,"4",21,1680,"1","0","3","3","0","4","0","2","2","2","3","5",5,7,1972,1972,"1","1","5","5","1",268,"3","4","1","4","4","4","0",231,"6",0,399,630,"1","4","1","4",630,672,0,1302,0,0,2,1,3,1,"3",6,"6",0,"0","5",1972,"3",1,264,"5","5","2",185,0,0,0,0,0,"0","0","0",0,2,2009,"8","4",119500
"1293",1293,70,"4",60,6600,"1","0","3","3","0","0","0","17","2","2","0","5",5,4,1892,1965,"1","1","13","14","2",0,"3","4","4","4","4","4","6",0,"6",0,994,994,"1","4","0","4",1378,994,0,2372,0,0,2,0,4,2,"3",11,"3",0,"0","1",1985,"2",1,432,"5","5","2",0,287,0,0,0,0,"0","0","0",0,12,2009,"8","4",107500
"1294",1294,60,"3",78,10140,"1","0","3","3","0","4","0","16","2","2","0","5",7,5,1976,1976,"1","1","6","6","2",0,"3","4","2","3","4","4","3",194,"6",0,638,832,"1","4","1","4",832,832,0,1664,0,0,2,1,4,1,"3",8,"6",1,"5","1",1976,"2",2,528,"5","5","2",0,28,0,0,259,0,"0","2","0",0,3,2006,"8","4",162900
"1295",1295,20,"3",60,8172,"1","0","3","3","0","4","0","7","2","2","0","2",5,7,1955,1990,"3","1","14","10","2",0,"3","4","1","4","4","4","5",167,"6",0,697,864,"1","4","1","4",864,0,0,864,1,0,1,0,2,1,"3",5,"6",0,"0","5",1957,"3",2,572,"5","5","0",0,0,0,0,0,0,"0","0","0",0,4,2006,"8","4",115000
"1296",1296,20,"3",70,8400,"1","0","3","3","0","4","0","12","1","2","0","2",5,5,1968,1968,"3","1","6","6","1",168,"3","4","1","4","4","0","1",1016,"6",0,36,1052,"1","2","1","4",1052,0,0,1052,1,0,1,1,3,1,"3",5,"6",0,"0","1",1968,"2",1,288,"5","5","2",356,0,0,0,0,0,"0","2","0",0,11,2006,"8","4",138500
"1297",1297,20,"3",80,8700,"1","0","3","3","0","4","0","12","2","2","0","2",5,6,1963,1963,"3","1","8","8","1",148,"3","2","1","4","4","3","0",776,"6",0,344,1120,"1","2","1","4",1128,0,0,1128,1,0,2,0,3,1,"3",6,"6",0,"0","1",1963,"2",2,525,"5","5","2",192,20,123,0,0,0,"0","3","0",0,12,2008,"8","4",155000
"1298",1298,180,"4",35,3675,"1","0","3","3","0","4","0","7","2","2","4","6",6,5,2005,2006,"1","1","12","13","1",82,"3","4","2","3","4","2","3",547,"6",0,0,547,"1","2","1","4",1072,0,0,1072,1,0,2,0,2,1,"3",5,"6",0,"0","2",2005,"1",2,525,"5","5","2",0,44,0,0,0,0,"0","0","0",0,6,2006,"6","5",140000
"1299",1299,60,"3",313,63887,"1","0","2","0","0","0","0","7","1","2","0","5",10,5,2008,2008,"3","0","11","12","3",796,"0","4","2","1","4","2","3",5644,"6",0,466,6110,"1","0","1","4",4692,950,0,5642,2,0,2,1,3,1,"0",12,"6",3,"3","1",2008,"1",2,1418,"5","5","2",214,292,0,0,0,480,"3","0","0",0,1,2008,"6","5",160000
"1300",1300,20,"3",75,7500,"1","0","3","3","0","4","0","12","2","2","0","2",5,7,1959,1994,"3","1","3","3","2",0,"3","4","1","4","4","4","4",340,"5",906,0,1246,"1","0","1","4",1246,0,0,1246,1,0,1,1,3,1,"2",6,"6",0,"0","1",1959,"2",1,305,"5","5","2",218,0,0,0,0,0,"0","1","0",0,5,2010,"8","4",154000
"1303",1303,60,"3",92,10120,"1","0","3","3","0","4","0","13","2","2","0","5",8,5,1994,1994,"3","1","12","13","1",391,"2","4","2","3","4","4","3",740,"6",0,425,1165,"1","0","1","4",1203,1323,0,2526,1,0,2,1,4,1,"2",8,"6",1,"5","1",1994,"2",3,844,"5","5","2",309,78,0,0,0,0,"0","0","0",0,12,2006,"8","4",290000
"1304",1304,20,"3",73,8688,"1","0","3","3","0","4","0","20","2","2","0","2",7,5,2005,2005,"1","1","12","13","1",228,"2","4","2","3","4","0","6",0,"6",0,1616,1616,"1","0","1","4",1616,0,0,1616,0,0,2,0,3,1,"2",7,"6",0,"0","1",2005,"2",3,834,"5","5","2",208,59,0,0,0,0,"0","0","0",0,4,2006,"8","4",232000
"1305",1305,160,"4",32,3363,"1","0","3","3","0","4","0","7","2","2","4","5",7,5,2004,2004,"1","1","12","13","3",117,"2","4","2","3","4","4","6",0,"6",0,976,976,"1","0","1","4",976,732,0,1708,0,0,2,0,3,1,"2",7,"0",0,"0","5",2004,"3",2,380,"5","5","2",0,40,0,0,0,0,"0","0","0",0,4,2006,"8","4",130000
"1306",1306,20,"3",108,13173,"1","0","0","3","0","0","0","15","2","2","0","2",9,5,2006,2007,"3","1","12","13","3",300,"2","4","2","1","4","4","3",1572,"6",0,80,1652,"1","0","1","4",1652,0,0,1652,1,0,2,0,2,1,"0",6,"6",2,"1","1",2006,"1",2,840,"5","5","2",404,102,0,0,0,0,"0","0","0",0,11,2009,"8","4",325000
"1307",1307,120,"3",48,6955,"1","0","0","3","0","4","0","15","2","2","4","2",7,5,2005,2006,"1","1","12","13","3",94,"2","4","2","3","4","4","6",0,"6",0,1368,1368,"1","0","1","4",1368,0,0,1368,0,0,2,0,2,1,"2",6,"6",1,"3","1",2005,"2",2,474,"5","5","2",132,35,0,0,0,0,"0","0","0",0,9,2006,"6","5",202500
"1308",1308,20,"3",60,8072,"1","0","3","3","0","4","0","5","2","2","0","2",5,5,1994,1995,"1","1","12","13","2",0,"3","2","2","3","2","4","0",746,"6",0,244,990,"1","0","1","4",990,0,0,990,1,0,1,0,3,1,"3",5,"6",0,"0","5",2000,"3",2,480,"5","5","2",0,64,0,0,0,0,"0","0","0",0,5,2009,"8","4",138000
"1309",1309,20,"4",100,12000,"1","0","3","3","0","4","0","17","2","2","0","2",5,7,1948,2005,"1","1","8","8","2",0,"3","4","1","4","4","4","3",144,"0",608,172,924,"1","0","1","4",1122,0,0,1122,1,0,1,0,2,1,"2",6,"6",0,"0","1",1948,"3",2,528,"5","5","2",0,36,0,0,0,0,"0","2","0",0,5,2008,"8","4",147000
"1311",1311,20,"3",100,17500,"1","0","3","3","0","4","0","6","3","2","0","2",7,8,1959,2002,"1","1","3","6","2",0,"2","2","2","3","4","0","3",1406,"6",0,496,1902,"1","4","1","4",1902,0,0,1902,1,0,2,0,3,1,"0",7,"6",2,"5","1",1959,"1",2,567,"5","5","2",0,207,162,0,0,0,"0","0","0",0,5,2010,"8","4",335000
"1312",1312,20,"3",68,8814,"1","0","3","3","0","4","0","5","2","2","0","2",7,5,2005,2007,"1","1","12","13","1",80,"2","4","2","3","4","4","3",925,"6",0,349,1274,"1","0","1","4",1274,0,0,1274,1,0,2,0,3,1,"2",6,"6",0,"0","1",2005,"2",2,508,"5","5","2",264,98,0,0,0,0,"0","0","0",0,1,2007,"6","5",203000
"1314",1314,60,"3",108,14774,"1","0","0","3","0","0","0","13","2","2","0","5",9,5,1999,1999,"1","1","12","13","1",165,"2","4","2","3","4","4","6",0,"6",0,1393,1393,"1","0","1","4",1422,1177,0,2599,0,0,2,1,4,1,"2",10,"6",1,"5","3",1999,"1",3,779,"5","5","2",668,30,0,0,0,0,"0","0","0",0,5,2010,"8","4",333168
"1315",1315,20,"3",60,8190,"1","0","3","3","0","4","0","7","2","2","0","2",4,6,1954,1954,"3","1","13","14","2",0,"3","4","1","4","4","4","5",732,"6",0,216,948,"1","0","1","4",948,0,0,948,1,0,1,0,3,1,"3",5,"6",1,"5","5",1956,"3",1,280,"5","5","2",0,36,0,0,0,0,"0","0","0",0,10,2007,"8","4",119000
"1316",1316,60,"3",85,11075,"1","0","3","3","0","4","0","12","2","2","0","5",6,5,1969,1969,"1","1","6","6","2",0,"3","4","1","2","4","3","0",500,"4",276,176,952,"1","4","1","4",1092,1020,0,2112,0,0,2,1,4,1,"3",9,"6",2,"3","1",1969,"3",2,576,"5","5","2",280,0,0,0,0,0,"0","0","0",0,6,2008,"8","4",206900
"1317",1317,20,"3",61,10226,"1","0","0","3","0","4","0","5","2","2","0","2",8,5,2008,2008,"1","1","12","13","3",270,"2","4","2","1","4","2","6",0,"6",0,1622,1622,"1","0","1","4",1630,0,0,1630,1,0,2,0,3,1,"0",8,"6",1,"3","1",2008,"2",3,860,"5","5","2",172,42,0,0,0,0,"0","0","0",0,1,2009,"8","4",295493
"1318",1318,120,"1",47,4230,"1","2","3","3","0","0","0","20","2","2","4","2",7,5,2006,2007,"1","1","12","13","2",0,"2","4","2","1","2","4","6",0,"6",0,1352,1352,"1","0","1","4",1352,0,0,1352,0,0,2,0,2,1,"2",5,"6",1,"3","1",2006,"2",2,466,"5","5","2",0,241,0,0,0,0,"0","0","0",0,4,2007,"6","5",208900
"1320",1320,20,"3",75,10215,"1","0","3","0","0","4","0","7","2","2","0","2",4,5,1954,1954,"3","1","13","14","1",132,"3","4","2","4","4","4","0",492,"6",0,372,864,"1","0","1","4",948,0,0,948,0,0,1,0,3,1,"3",5,"6",0,"0","1",1954,"3",1,248,"5","5","2",0,0,0,0,0,0,"0","0","0",0,2,2007,"8","4",111000
"1321",1321,20,"3",70,8400,"1","0","3","3","0","4","0","12","2","2","0","2",6,3,1957,1957,"3","1","3","3","2",0,"3","4","1","4","4","4","0",189,"5",661,628,1478,"1","2","1","4",1478,0,0,1478,1,0,1,1,3,1,"3",6,"6",2,"3","1",1957,"2",2,442,"5","5","2",114,0,0,0,216,0,"0","0","0",0,6,2009,"8","4",156500
"1323",1323,60,"3",107,10186,"1","0","0","3","0","4","0","13","2","2","0","5",7,5,1992,1992,"1","1","6","6","2",0,"2","4","2","3","4","4","3",674,"6",0,76,750,"1","0","1","4",1061,862,0,1923,1,0,2,1,3,1,"2",8,"6",1,"5","1",1992,"2",2,564,"5","5","2",240,39,0,0,0,0,"0","0","0",0,6,2010,"8","4",190000
"1325",1325,20,"3",75,9986,"1","0","3","3","0","4","0","20","2","2","0","2",8,5,2006,2007,"1","1","12","13","1",428,"2","4","2","1","4","0","6",0,"6",0,1795,1795,"1","0","1","4",1795,0,0,1795,0,0,2,0,2,1,"2",7,"6",1,"3","1",2007,"2",3,895,"5","5","2",0,49,0,0,0,0,"0","0","0",0,2,2007,"6","5",147000
"1328",1328,20,"3",60,6600,"1","0","3","3","0","4","0","11","2","2","0","2",5,9,1982,2008,"1","1","12","13","2",0,"2","2","1","4","4","4","0",641,"6",0,175,816,"1","0","1","4",816,0,0,816,0,1,1,0,3,1,"2",5,"6",1,"1","1",1982,"3",1,264,"5","5","2",0,0,0,0,0,0,"0","3","0",0,10,2008,"8","4",130500
"1329",1329,50,"4",60,10440,"1","1","3","3","0","0","0","17","2","2","0","0",6,7,1920,1950,"1","1","3","14","2",0,"2","2","0","3","4","4","4",493,"6",0,1017,1510,"2","0","1","4",1584,1208,0,2792,0,0,2,0,5,1,"3",8,"4",2,"5","5",1920,"3",2,520,"2","5","2",0,547,0,0,480,0,"0","3","3",1150,6,2008,"8","4",256000
"1330",1330,60,"3",63,9084,"1","0","0","3","0","4","0","8","2","2","0","5",7,5,1998,1998,"3","1","12","13","2",0,"3","4","2","3","4","4","6",0,"6",0,935,935,"1","2","1","4",955,677,0,1632,0,0,2,1,3,1,"3",8,"6",1,"5","1",1998,"1",2,462,"5","5","2",0,28,0,0,0,0,"0","0","0",0,6,2006,"8","4",176500
